@relation A4

@attribute Idade numeric
@attribute Atraso numeric
@attribute Valor numeric
@attribute CONTATO numeric
@attribute EFETIVO numeric
@attribute Acordo numeric

@data
1,6,0,5,1,0
1,2,1,6,1,1
0,0,1,2,1,1
4,0,2,12,1,1
2,6,1,9,1,0
2,0,5,5,1,1
0,0,2,14,1,1
1,2,0,2,1,1
2,2,0,5,1,1
1,1,5,11,1,0
1,1,1,4,1,1
0,0,5,7,1,1
4,0,5,2,1,1
4,0,1,3,1,0
0,0,0,6,2,1
2,0,2,2,2,1
1,6,0,4,1,1
4,0,1,6,1,1
4,1,2,3,1,1
2,1,5,2,2,1
4,2,2,5,1,1
2,0,1,2,1,1
4,2,0,3,1,1
4,6,0,2,1,1
2,0,2,1,1,0
2,6,0,1,1,1
2,2,1,4,1,1
4,0,5,8,1,0
4,0,2,9,1,1
1,6,1,2,2,1
4,1,5,3,2,1
1,0,2,4,1,1
4,2,2,8,1,1
1,2,1,6,1,1
0,1,2,7,3,1
0,2,2,2,1,1
4,0,2,7,1,1
1,2,0,12,2,1
2,6,0,5,1,1
1,2,2,5,1,1
4,6,0,4,2,1
2,2,0,3,1,1
1,0,5,8,1,1
4,0,2,7,1,1
1,1,1,8,1,1
4,0,1,5,1,1
2,1,2,6,1,0
0,0,5,3,1,1
2,2,2,6,1,1
2,2,1,9,1,1
2,2,0,10,2,1
4,2,1,5,1,1
0,0,1,3,1,1
1,0,5,9,1,0
0,1,5,5,1,1
4,2,1,1,1,1
4,1,5,12,2,1
1,6,0,5,1,1
4,1,1,7,1,1
4,2,0,6,1,1
4,2,1,5,2,1
2,2,2,1,1,0
2,1,1,3,1,1
4,1,2,2,1,1
4,6,0,1,1,1
4,2,5,7,1,1
4,2,1,1,1,1
1,6,1,2,2,1
4,2,1,6,1,1
4,6,0,2,2,1
4,1,5,6,1,1
1,2,1,6,1,1
2,0,5,8,1,1
2,2,0,2,1,1
1,6,0,3,2,1
2,1,1,4,1,1
4,2,0,3,1,1
1,6,0,10,1,1
2,0,5,2,1,1
1,0,1,7,2,1
2,6,1,4,1,1
4,2,0,7,1,1
4,1,5,7,2,1
0,2,0,8,1,1
0,6,0,1,1,0
0,6,0,7,1,1
2,6,0,5,1,1
1,2,0,3,1,1
1,0,1,3,1,1
2,2,1,10,1,1
2,0,1,7,1,1
1,0,0,3,2,1
1,0,1,10,2,0
1,0,1,1,1,1
4,2,5,2,1,0
4,2,2,12,1,1
2,0,2,7,1,1
1,2,1,2,1,1
1,2,1,5,1,1
1,0,1,12,1,1
1,6,0,4,1,1
4,0,1,7,1,1
0,2,1,17,2,1
1,2,0,3,1,0
4,0,1,3,1,1
2,1,2,8,1,1
4,6,0,1,1,0
4,2,0,2,1,1
1,0,1,3,1,1
2,1,1,5,2,1
2,2,2,4,1,0
4,6,0,5,1,1
1,1,1,7,1,1
1,0,1,4,1,1
2,1,1,8,1,1
1,2,0,2,1,1
1,1,1,3,1,1
0,6,0,2,1,1
1,1,1,3,1,0
0,6,0,6,1,1
2,2,2,5,1,1
4,2,0,4,1,1
0,2,2,10,1,1
4,2,1,2,1,1
2,0,1,8,1,1
4,2,0,4,1,1
4,2,5,1,1,1
1,1,2,12,1,1
2,0,2,9,1,1
0,2,0,5,2,1
0,0,1,11,1,1
1,1,2,9,1,1
4,0,1,4,1,1
4,0,1,2,1,1
1,1,1,7,1,1
2,2,1,6,2,1
0,6,0,5,1,0
1,1,1,7,1,1
2,0,2,2,1,1
4,6,1,4,2,1
4,2,5,6,2,1
4,6,0,2,2,1
4,6,1,13,1,1
4,1,2,1,1,1
1,6,5,4,2,1
4,2,1,2,1,1
2,2,1,10,3,1
1,1,1,2,1,1
1,1,1,4,1,1
2,2,1,7,1,1
4,2,1,4,2,1
4,6,0,6,1,1
4,1,1,6,2,1
1,0,1,5,2,1
4,2,1,2,1,0
4,0,2,1,1,1
0,6,1,4,1,1
0,0,5,3,1,1
1,0,1,4,1,1
2,6,1,5,1,1
1,0,2,10,1,1
2,6,1,5,1,1
4,2,1,4,1,1
2,2,1,5,2,1
0,0,0,6,2,1
1,0,5,14,2,1
4,0,2,8,1,1
4,0,5,9,2,1
4,1,2,10,1,1
0,0,2,5,1,1
0,0,2,13,1,1
4,2,1,7,2,1
2,2,1,7,2,1
0,2,0,6,1,1
1,2,1,7,1,1
1,0,1,6,1,1
2,2,1,2,1,1
1,6,1,10,1,1
4,2,5,5,1,1
4,2,1,6,1,1
2,2,5,4,1,1
1,0,2,1,1,1
4,6,1,4,1,1
4,6,1,4,1,0
4,0,1,8,2,1
4,2,2,11,1,0
0,2,2,2,1,1
1,0,1,2,1,1
1,0,2,6,1,1
4,2,2,3,1,1
1,0,1,5,1,1
4,2,5,2,1,1
4,1,2,3,2,1
1,0,1,11,1,1
4,6,0,1,1,1
2,2,1,7,2,1
2,6,1,3,1,1
2,0,2,9,1,1
0,0,2,1,1,1
1,0,2,5,1,1
2,0,2,5,1,1
1,6,0,4,1,0
1,6,0,5,2,1
1,6,0,3,1,1
2,6,1,4,2,1
0,6,1,5,2,1
1,2,0,5,1,1
0,6,0,3,1,1
4,1,1,7,1,1
1,2,2,4,2,1
4,2,0,6,1,1
4,0,2,4,2,1
1,0,1,1,1,1
1,0,2,7,1,1
1,6,1,1,1,1
2,6,1,1,1,1
4,1,2,4,1,1
1,6,0,6,1,1
1,0,1,10,1,1
4,2,1,4,1,1
4,2,2,7,1,1
2,0,2,3,1,1
2,6,1,8,1,1
4,0,5,6,1,1
1,1,2,5,1,1
1,0,2,6,1,1
1,0,1,4,2,1
1,1,2,2,1,0
4,2,2,7,3,1
2,0,5,4,2,1
1,6,0,1,1,1
1,2,2,3,1,1
1,6,0,3,1,1
1,1,0,7,1,1
2,1,1,1,1,1
4,0,1,2,1,1
1,1,2,10,1,1
0,6,1,2,1,1
4,1,1,3,1,1
4,2,0,3,1,1
1,0,2,6,1,1
2,2,1,9,2,1
4,2,1,4,1,0
1,0,5,1,1,1
4,2,1,3,1,1
1,0,2,10,1,1
1,6,0,6,1,1
4,6,0,2,2,1
1,2,2,2,1,1
0,0,1,3,2,1
0,0,5,7,1,1
1,2,1,3,1,1
4,6,0,4,1,1
4,0,5,6,1,1
1,2,1,2,2,1
1,0,1,6,1,1
1,1,2,3,1,1
0,0,1,5,1,1
1,6,1,2,1,1
4,6,0,5,1,1
2,6,0,6,3,1
4,0,0,1,1,0
2,0,2,5,1,1
1,0,2,6,2,1
4,6,1,2,1,0
4,2,0,9,1,1
1,0,1,9,1,1
2,0,1,4,1,1
4,6,0,6,1,1
4,1,0,3,1,1
4,2,5,3,1,0
4,2,1,1,1,1
4,1,2,8,1,1
2,2,0,11,1,0
0,0,1,5,1,1
4,1,0,2,1,1
4,1,2,4,1,1
2,1,5,5,3,0
2,2,0,4,2,1
4,2,0,1,1,1
1,1,2,1,1,1
4,1,2,3,1,1
1,1,2,3,1,1
4,2,2,8,1,0
4,6,2,7,1,1
4,2,1,9,2,1
4,0,2,2,1,1
1,0,1,1,1,1
2,6,0,1,1,1
1,1,1,2,2,1
4,1,5,6,1,0
1,2,2,2,1,1
4,1,2,4,1,0
0,2,1,2,1,1
0,6,0,8,1,1
1,2,0,3,1,0
4,2,1,2,1,1
0,6,1,12,1,0
4,6,0,1,1,1
0,6,1,4,2,1
0,1,1,5,1,1
2,2,0,2,2,1
4,6,1,3,1,1
2,2,1,3,1,1
4,2,1,4,1,1
2,2,1,4,1,1
4,0,5,6,1,1
4,1,1,4,1,1
4,0,1,8,2,1
2,2,1,1,1,1
0,2,1,3,1,1
2,6,0,4,1,1
0,6,0,5,1,1
4,2,2,4,1,1
2,0,5,8,1,1
4,0,1,1,1,1
0,0,2,5,1,1
0,0,2,5,1,1
0,1,0,3,1,1
1,0,5,5,1,1
2,0,2,3,1,0
4,0,2,6,1,0
1,6,0,4,2,1
2,2,0,3,1,1
4,0,1,9,1,0
2,2,1,3,1,0
2,2,1,6,2,1
4,1,2,2,1,1
1,2,1,4,1,0
1,6,0,3,1,1
1,2,0,5,1,1
1,2,0,2,1,1
1,2,0,2,2,1
1,2,2,4,2,1
0,2,0,4,1,1
2,6,0,10,1,0
4,2,1,8,3,1
4,1,1,6,1,1
4,2,1,3,1,1
0,0,1,5,1,1
1,0,1,4,1,1
1,0,1,3,1,1
0,1,0,10,1,0
2,1,5,4,1,1
4,1,1,4,1,1
2,2,2,11,1,0
4,2,0,4,1,1
1,0,1,4,1,1
1,6,0,6,3,1
1,6,0,8,1,1
2,2,0,8,2,1
2,0,5,7,1,0
4,0,0,3,1,1
1,2,1,4,1,1
4,2,0,3,1,1
0,2,1,3,1,1
4,2,0,7,1,1
0,6,0,6,1,1
1,2,2,9,1,1
0,2,1,8,2,1
1,1,1,3,1,0
0,6,0,12,1,1
2,6,0,8,1,0
1,1,0,12,1,1
1,1,1,5,2,1
0,6,0,2,1,1
1,2,1,9,1,1
0,0,1,4,2,1
2,0,0,8,1,1
1,0,2,4,1,1
4,0,5,4,1,1
0,2,0,11,1,1
4,1,1,8,1,1
0,2,1,5,1,0
1,2,0,1,1,1
0,0,2,1,1,1
1,1,2,2,1,1
0,6,0,4,1,0
1,2,0,8,1,1
0,2,1,8,2,0
1,1,2,5,1,1
1,2,1,4,1,1
4,0,0,3,3,1
4,2,0,11,1,0
1,0,2,3,1,0
1,1,2,4,1,1
0,6,0,5,1,1
0,2,0,2,1,1
1,2,2,3,1,1
1,1,5,3,1,1
4,2,0,1,1,1
1,0,1,7,2,1
1,6,0,2,1,1
0,2,0,7,1,1
2,2,1,10,1,0
1,2,1,7,3,1
1,2,0,3,1,1
2,2,1,4,1,1
4,2,1,3,1,1
4,6,0,5,1,0
2,0,1,6,1,1
1,2,0,3,1,1
4,0,1,4,1,1
1,1,2,3,1,1
4,6,1,8,1,1
2,2,0,4,1,1
0,1,1,7,1,0
1,0,5,10,1,0
1,6,0,5,1,1
0,6,0,6,1,1
1,6,0,5,1,1
1,1,5,7,3,1
0,1,2,2,1,1
1,2,1,6,2,1
4,1,1,4,1,1
1,2,1,4,1,1
2,6,1,7,2,1
2,1,1,6,1,1
4,0,2,5,1,1
1,2,1,2,1,1
2,1,0,3,1,0
0,2,0,5,1,1
4,0,2,3,1,1
2,1,2,7,1,1
4,0,2,3,1,0
1,1,2,2,1,1
1,1,2,3,2,1
4,1,2,5,1,1
0,1,5,6,1,1
1,6,1,3,1,1
0,2,1,2,2,1
1,6,0,5,1,1
2,1,1,3,1,1
1,6,0,3,1,1
0,0,1,5,1,1
2,2,0,2,1,1
2,2,0,4,1,0
4,6,0,2,1,1
2,2,2,4,1,1
4,0,2,1,1,1
1,6,0,3,1,1
0,1,1,3,1,1
2,6,0,6,1,0
2,1,5,8,1,1
1,2,1,3,1,1
4,0,2,3,1,1
1,0,1,2,1,1
1,1,1,1,1,1
1,0,2,2,1,1
2,0,2,3,1,1
1,0,5,5,1,1
0,0,2,6,1,0
1,6,0,1,1,0
4,6,0,2,1,1
0,0,1,11,2,0
1,2,1,2,2,1
0,1,2,6,1,1
1,1,2,3,1,1
1,0,2,2,1,1
1,0,5,4,1,0
4,0,5,7,1,1
2,2,2,5,1,1
1,0,2,7,1,1
2,6,0,6,1,1
1,0,1,5,1,1
0,2,1,6,1,1
2,2,0,1,1,1
2,0,2,4,2,1
1,2,2,3,2,1
4,6,0,4,1,0
2,1,1,6,2,1
0,0,2,3,1,1
1,0,2,3,1,1
0,0,1,1,1,1
0,2,1,2,1,1
2,6,0,5,1,1
2,1,1,4,1,0
0,6,0,2,1,1
0,1,1,7,1,0
4,2,0,1,1,1
4,0,1,4,1,0
1,2,1,6,1,1
4,0,1,2,1,1
4,2,1,3,1,1
1,1,2,1,1,1
1,1,2,7,1,0
0,1,1,1,1,1
4,0,1,1,1,1
0,2,1,7,1,1
4,2,0,8,1,1
0,2,0,1,1,1
4,0,2,3,1,1
0,0,1,8,1,0
2,1,1,2,1,1
1,2,1,3,1,1
4,6,5,2,1,1
4,1,1,5,1,1
0,2,0,12,1,1
2,0,2,10,2,1
2,2,2,9,2,1
1,0,5,2,1,0
0,6,0,6,1,1
2,1,1,1,1,1
2,2,5,6,4,1
2,6,0,1,1,1
0,6,1,6,2,1
4,0,0,2,2,1
2,1,1,3,1,1
1,2,5,4,1,1
0,2,1,5,1,0
4,0,5,4,1,0
2,0,2,2,1,1
2,0,2,4,1,1
0,1,0,6,1,1
2,2,0,8,1,1
4,6,0,3,2,1
2,2,0,3,1,1
1,2,0,2,1,1
1,2,1,1,1,1
4,2,2,4,1,0
2,6,1,4,1,1
1,1,1,5,1,1
1,2,1,7,1,0
2,6,0,2,1,0
2,2,1,3,1,1
0,2,0,2,1,1
2,0,5,2,1,0
2,2,0,2,1,1
1,6,0,4,1,1
4,2,1,3,1,1
1,2,0,6,2,1
1,1,2,4,1,0
0,0,0,2,1,0
1,1,1,2,1,1
1,0,2,13,1,0
2,1,0,12,1,1
1,0,2,4,1,1
4,2,5,4,1,0
2,0,1,1,1,1
0,1,2,2,1,0
1,0,1,2,1,1
1,6,2,2,1,1
2,6,0,5,1,1
4,0,2,5,1,0
0,1,5,3,1,1
0,2,1,5,1,1
0,0,2,4,1,1
1,2,1,10,2,1
2,2,1,3,1,1
4,0,1,2,1,1
4,1,1,3,1,1
2,6,0,5,1,1
4,6,0,4,1,1
1,2,0,3,1,1
0,0,1,5,1,1
4,0,2,2,1,1
1,0,2,1,1,1
1,0,1,4,1,0
1,1,1,1,1,1
1,1,1,3,1,1
4,0,2,2,1,1
4,0,1,3,1,1
2,2,2,2,1,1
1,1,2,3,1,1
4,6,1,2,1,1
2,2,0,1,1,0
4,6,0,3,1,1
1,0,1,6,1,1
4,6,0,2,1,1
2,6,0,4,1,1
1,0,1,3,1,1
2,0,2,6,1,1
2,1,1,3,1,1
1,2,1,6,1,1
1,0,1,3,1,1
0,2,1,2,1,1
4,1,1,3,1,1
1,0,2,3,1,0
2,2,1,2,1,1
4,0,2,1,1,1
2,2,0,4,1,0
2,1,1,7,1,1
1,6,0,6,1,0
2,6,1,4,2,1
4,6,0,6,2,1
4,6,0,2,1,1
0,6,0,4,1,1
1,2,1,1,1,1
0,6,0,3,1,1
0,6,0,6,1,1
4,1,2,5,3,1
1,2,0,9,3,1
4,1,2,1,1,1
0,1,1,3,2,1
4,0,1,11,1,0
0,0,2,1,1,1
4,0,5,5,1,1
4,2,0,3,1,1
2,2,2,2,1,0
2,1,2,4,1,0
4,2,1,1,1,1
4,0,1,1,1,1
2,0,1,6,1,1
2,0,2,10,1,1
4,0,2,5,1,1
4,2,1,2,1,0
4,1,5,3,1,1
4,1,2,3,1,0
4,1,2,1,1,1
4,1,0,2,1,1
4,1,2,1,1,1
4,2,0,3,1,1
4,1,1,1,1,1
2,1,2,1,1,1
2,2,2,6,1,0
2,1,1,3,2,1
2,2,5,3,1,1
2,0,5,8,1,1
4,6,0,7,1,1
4,6,0,2,1,0
4,2,2,3,1,1
2,0,1,1,1,1
4,2,1,1,1,1
4,6,1,2,1,0
4,2,1,2,1,1
4,2,1,2,1,1
2,0,5,1,1,1
2,2,5,1,1,1
2,0,1,1,1,1
2,1,1,1,1,1
4,0,1,6,1,0
4,1,1,4,1,0
2,6,1,4,1,1
2,2,1,4,1,1
2,2,1,4,1,1
4,2,1,1,1,1
4,1,2,1,1,1
4,6,0,3,2,1
2,0,5,9,1,1
4,2,1,2,1,1
4,1,1,3,1,0
4,2,2,2,1,1
4,1,5,1,1,1
2,2,2,3,1,1
4,2,2,3,2,1
2,6,1,1,1,1
4,2,0,1,1,1
4,0,2,6,1,0
4,1,1,2,1,1
2,6,0,4,1,1
4,0,5,3,1,0
4,0,2,2,1,0
4,0,0,11,1,0
1,2,2,7,1,1
2,2,2,1,1,1
2,6,0,1,1,1
2,2,0,1,1,1
2,2,5,4,1,1
4,2,0,2,1,1
4,6,0,3,1,1
4,2,0,1,1,1
2,6,0,3,1,1
4,2,0,1,1,1
2,2,1,5,3,1
2,0,2,3,1,1
1,0,1,2,1,0
1,6,0,5,1,1
4,0,2,2,1,1
4,2,1,3,1,1
4,1,0,1,1,1
2,2,2,2,1,1
2,6,0,4,1,1
4,1,1,3,1,1
2,2,1,4,1,0
2,6,1,3,1,1
4,2,1,2,1,1
4,2,0,1,1,1
4,6,0,1,1,1
1,1,2,2,1,1
4,6,1,2,1,1
4,1,1,1,1,1
2,2,1,3,1,0
2,2,0,4,1,1
4,0,1,3,1,0
1,0,2,1,1,1
2,0,5,3,1,1
1,1,5,1,1,1
1,2,1,4,1,1
2,0,2,2,2,1
2,6,0,1,1,1
4,0,1,1,1,1
4,2,0,2,1,1
1,0,2,1,1,1
2,0,1,3,1,1
2,1,5,4,1,0
1,1,1,2,2,1
2,1,2,2,1,1
4,0,2,3,1,0
2,2,1,1,1,1
2,0,1,1,1,1
2,6,1,2,2,1
4,0,5,3,1,1
4,1,2,2,1,0
4,1,2,1,1,1
1,6,0,3,1,1
1,1,1,2,1,1
4,2,2,1,1,1
2,6,0,2,1,1
4,2,1,2,1,1
1,1,1,1,1,1
4,0,1,1,1,1
1,2,5,4,1,0
1,2,1,4,1,0
2,0,0,1,1,1
2,0,1,5,1,1
1,6,0,2,1,1
4,6,2,1,1,1
2,0,5,5,1,0
4,6,0,2,2,1
2,0,2,3,1,1
4,1,1,2,1,1
2,0,2,7,1,0
2,1,2,1,1,0
2,6,0,6,1,1
4,2,1,1,1,1
4,6,0,2,1,1
2,1,5,1,1,1
2,6,0,11,1,0
2,2,2,1,1,1
4,0,1,1,1,1
2,2,1,1,1,1
4,0,1,2,1,1
4,0,1,2,1,1
1,6,0,1,1,1
4,6,1,2,1,1
1,0,2,5,1,0
2,0,1,3,1,1
4,0,2,2,1,1
1,2,1,2,1,1
2,1,2,5,1,1
4,2,1,2,1,1
4,1,1,3,1,1
2,0,2,3,2,0
4,2,1,1,1,1
2,0,1,2,1,1
1,1,1,1,1,1
2,1,2,1,1,1
1,2,1,1,1,1
4,1,2,6,2,1
1,2,1,1,1,1
1,1,5,1,1,1
4,0,1,1,1,1
2,0,2,1,1,1
2,0,1,1,1,0
4,2,5,2,1,1
4,6,1,2,2,1
4,0,1,3,1,0
4,0,2,4,1,0
2,1,2,1,1,1
4,2,1,1,1,1
2,2,1,4,1,1
4,2,2,1,1,1
4,2,0,2,1,1
4,0,5,4,1,0
4,0,2,3,2,1
2,0,2,4,1,1
2,1,2,1,1,0
4,2,0,2,1,1
2,0,1,2,2,1
1,2,2,2,1,1
1,1,5,6,1,1
1,1,1,4,1,1
4,1,2,2,1,0
2,2,0,5,2,1
4,2,0,1,1,1
4,0,1,1,1,0
2,6,0,3,1,1
1,2,5,3,1,0
1,0,2,2,1,0
4,1,5,4,2,1
1,6,0,6,2,1
1,2,1,2,1,1
2,2,0,2,1,1
2,2,1,2,1,1
2,1,1,1,1,0
1,1,1,2,1,1
4,0,5,5,1,0
2,6,0,3,1,1
4,6,0,4,1,1
1,2,0,3,2,1
2,2,2,1,1,1
1,1,5,1,1,1
1,2,1,2,1,0
1,2,1,7,1,1
1,0,1,3,1,1
2,2,2,2,2,1
4,0,2,3,1,1
1,6,0,4,1,1
1,1,5,5,1,1
4,2,1,3,1,1
4,6,0,2,1,1
2,0,5,3,1,1
2,1,2,3,2,1
2,2,1,5,1,1
4,0,1,2,1,0
1,2,0,1,1,1
1,2,2,4,2,0
1,1,2,4,1,0
2,2,1,3,1,1
4,2,1,1,1,1
1,6,0,2,1,1
2,1,1,1,1,1
4,1,2,1,1,1
1,6,0,4,1,1
2,0,2,2,1,1
2,0,1,2,1,1
4,1,5,2,1,0
0,2,1,5,1,1
1,1,1,5,1,1
2,1,0,2,1,1
1,1,2,1,1,1
4,2,1,2,1,1
2,2,0,3,1,1
2,0,2,3,1,1
1,0,2,8,1,1
1,1,2,3,1,1
1,1,2,2,1,1
1,0,2,3,1,1
4,2,2,1,1,1
2,6,1,1,1,1
4,2,2,5,1,1
4,6,0,2,1,1
1,2,2,4,1,1
2,6,0,1,1,1
2,0,2,2,1,0
1,2,1,1,1,1
1,1,2,3,1,1
1,2,2,5,1,1
4,1,1,3,1,1
4,1,2,3,1,0
1,6,2,1,1,1
0,6,1,1,1,1
1,0,1,4,1,1
1,0,2,1,1,1
1,2,1,4,2,1
2,2,1,3,1,1
2,1,2,2,1,1
0,2,1,1,1,1
1,2,0,1,1,1
0,6,0,4,1,1
1,2,1,2,2,1
1,2,1,3,1,1
1,0,0,2,1,1
2,2,1,3,1,1
2,1,1,2,1,1
0,1,1,1,1,1
1,2,1,3,1,1
1,6,0,3,1,1
1,0,1,3,1,1
1,6,0,2,2,1
1,2,2,4,1,1
2,2,2,4,1,1
1,1,1,1,1,1
0,1,1,1,1,0
1,6,1,2,1,1
4,6,0,5,1,1
4,1,2,2,1,1
2,1,1,1,1,0
1,6,0,1,1,1
1,0,2,3,1,1
1,2,1,1,1,1
1,2,1,2,1,1
0,2,1,1,1,1
1,2,0,3,1,0
2,0,2,4,1,1
1,2,0,6,1,1
0,6,0,3,1,0
1,2,0,2,1,1
2,2,0,3,1,1
1,0,1,3,1,1
2,2,1,2,1,0
2,0,1,2,1,1
1,0,1,2,1,1
0,1,1,1,1,1
0,2,1,4,1,1
1,6,1,6,1,1
1,6,1,1,1,1
4,1,1,2,1,1
1,2,0,4,2,1
1,0,1,1,1,1
2,6,0,2,1,1
0,0,1,4,1,1
1,1,1,1,1,1
0,0,2,5,1,1
1,1,0,1,1,1
4,6,0,4,1,0
1,2,1,2,1,1
1,1,2,2,1,1
1,6,0,3,1,1
2,1,1,1,1,0
1,1,1,1,1,1
0,6,1,2,1,1
1,0,1,4,1,0
1,1,1,4,1,0
1,0,2,3,1,1
2,1,5,2,1,0
4,2,0,1,1,1
1,2,0,1,1,1
0,0,1,2,2,1
1,6,1,2,1,1
1,6,0,2,1,1
1,0,2,6,1,1
2,2,1,1,1,1
0,2,1,4,1,0
1,2,0,1,1,1
1,6,0,1,1,1
1,6,0,3,1,0
2,0,2,4,1,1
4,2,0,4,1,1
4,1,0,5,1,1
1,0,2,1,1,1
0,1,0,5,1,1
1,2,1,4,1,1
2,2,1,4,1,1
4,1,1,2,1,0
4,6,0,2,1,1
0,6,0,1,1,1
0,1,1,1,1,1
1,2,1,1,1,1
2,2,0,1,1,1
2,2,1,1,1,1
2,1,1,4,1,1
1,0,1,7,1,0
2,2,2,3,1,0
0,0,1,1,1,1
2,0,2,2,1,1
0,6,0,3,2,1
2,0,5,2,1,0
1,1,1,3,1,1
0,2,0,1,1,1
1,0,0,7,1,1
0,2,1,2,1,1
1,2,0,4,1,1
1,0,0,2,1,0
0,6,0,3,2,1
4,2,0,1,1,1
1,2,2,4,1,1
1,2,1,1,1,1
2,6,0,4,1,1
4,0,0,1,1,1
1,2,1,2,2,1
1,1,1,2,1,1
4,2,1,3,1,1
1,1,5,1,1,0
2,2,0,1,1,1
1,6,0,1,1,1
1,2,1,1,1,1
0,2,0,1,1,1
4,1,1,1,1,0
2,2,1,2,1,1
1,0,2,3,1,0
4,0,5,2,1,0
0,2,0,4,1,1
0,6,0,1,1,1
1,6,0,2,1,1
4,1,2,3,1,1
4,2,1,1,1,1
4,0,2,3,1,0
2,6,0,5,1,1
1,2,2,2,1,1
1,6,0,1,1,1
4,1,2,2,1,1
0,0,1,7,1,1
2,6,0,4,1,1
2,0,2,2,1,1
4,0,1,3,1,1
4,6,0,3,1,1
1,0,2,6,1,1
1,2,0,2,2,1
1,6,1,4,1,0
4,0,2,3,1,1
1,1,0,2,1,0
0,6,0,3,1,1
1,0,1,10,1,1
4,0,1,1,1,1
2,0,1,1,1,1
4,6,0,2,2,1
4,6,1,1,1,1
4,0,2,4,1,0
1,1,2,2,1,1
0,6,2,3,1,1
1,6,1,2,1,1
1,0,1,7,2,1
1,2,1,4,1,1
4,6,0,3,1,1
4,2,0,1,1,1
1,2,1,6,2,1
4,2,1,2,1,1
0,6,0,2,1,1
4,2,2,2,1,1
2,6,1,4,1,0
2,0,5,2,2,0
0,1,1,2,2,1
2,1,1,2,1,1
1,2,0,3,2,1
1,6,0,6,1,1
1,0,1,1,1,0
1,2,1,2,1,1
0,1,1,1,1,0
0,2,1,2,1,1
2,6,1,4,1,1
1,6,2,3,1,1
0,6,0,2,1,1
1,2,1,6,1,1
1,0,1,1,1,1
0,6,1,4,1,1
2,2,0,1,1,1
1,2,2,1,1,1
4,1,5,1,1,1
1,2,1,2,1,0
0,1,1,1,1,1
4,1,1,8,1,0
1,1,1,6,1,1
1,6,0,1,1,1
1,2,1,1,1,1
4,2,1,4,1,1
2,6,0,1,1,1
0,6,0,3,1,1
4,1,1,2,1,1
4,0,2,1,1,1
4,2,0,1,1,1
1,0,2,4,1,0
0,6,0,2,1,1
0,1,1,4,1,0
1,1,2,3,1,1
0,6,0,4,2,1
0,2,2,4,1,1
4,0,1,4,1,0
0,2,1,1,1,1
1,1,1,1,1,1
4,2,1,3,1,1
1,2,2,3,1,1
2,2,0,6,1,1
1,0,5,13,2,0
4,2,1,3,1,1
4,2,1,2,1,1
0,1,1,1,1,1
4,1,1,4,2,1
2,2,1,4,1,1
1,2,1,1,1,1
1,0,2,5,1,1
1,2,1,4,1,1
0,2,1,2,2,1
1,0,1,1,1,1
0,2,1,3,2,1
4,2,1,1,1,1
1,2,1,2,1,1
0,0,0,2,1,1
1,2,0,3,1,1
1,1,2,6,1,1
4,0,2,1,1,1
1,0,2,2,1,1
1,6,0,4,1,1
1,1,0,3,1,1
2,0,1,8,2,1
1,2,0,3,1,0
1,0,5,2,1,0
4,2,2,3,1,1
2,1,1,1,1,1
1,2,0,1,1,0
1,2,1,4,1,0
1,1,2,8,1,0
1,1,2,2,1,1
0,2,2,5,1,1
2,0,1,1,1,1
0,1,0,1,1,1
2,6,0,4,1,1
0,2,1,5,1,1
4,1,2,1,1,0
4,1,0,1,1,0
1,1,2,6,1,1
0,0,1,2,1,1
4,2,1,6,1,1
1,0,2,1,1,0
0,0,1,1,1,1
0,1,1,2,1,1
1,0,5,4,1,0
2,2,1,4,1,0
1,1,1,1,1,1
0,6,0,2,1,1
2,6,0,2,1,1
4,2,0,1,1,1
1,6,1,3,1,1
1,6,0,2,1,1
0,6,0,1,1,1
1,1,0,1,1,1
0,2,1,7,1,1
4,1,2,3,1,1
0,1,1,4,1,1
0,2,1,4,1,0
2,0,1,1,1,1
1,1,1,1,1,1
4,1,0,2,1,1
0,0,0,4,1,1
1,6,2,5,1,1
4,2,1,1,1,1
4,2,1,10,1,0
1,6,0,5,1,1
0,2,0,3,1,1
2,2,1,2,1,0
2,1,1,3,1,0
1,1,1,6,1,1
0,1,2,7,1,0
1,6,0,3,1,1
4,1,2,1,1,1
1,6,0,4,1,1
2,6,0,1,1,1
1,6,1,6,1,1
4,1,1,1,1,1
2,2,1,2,1,1
4,1,1,1,1,1
0,6,0,2,1,1
0,2,1,5,1,1
1,2,0,2,1,1
4,0,1,2,1,0
4,1,2,1,1,1
1,6,0,1,1,1
1,2,1,2,1,1
0,0,2,8,1,1
1,1,2,1,1,1
1,2,2,3,1,1
0,0,2,4,1,1
0,2,1,1,1,1
1,1,0,3,1,1
4,2,0,2,1,1
1,1,1,2,1,1
1,2,1,2,1,1
1,2,1,5,1,0
1,2,0,1,1,1
4,6,0,1,1,1
1,0,2,5,1,1
4,1,2,4,1,0
1,0,2,5,1,1
2,0,2,3,1,1
1,2,0,1,1,0
4,2,0,3,1,1
2,0,2,2,1,1
4,2,2,1,1,1
1,6,0,2,1,1
4,0,2,2,1,1
2,1,2,7,1,0
4,6,1,2,1,1
2,2,2,3,1,1
1,2,2,1,1,1
4,2,0,4,1,1
0,1,1,3,1,1
1,2,2,3,1,0
2,0,2,2,1,1
4,0,2,2,1,1
